id,player_id,team_id,year,G,AB,H,2B,3B,HR,RBI,SB
180,7884,45,1872,22,115,45,4,0,0,16,5
181,7884,5,1872,13,62,19,3,1,0,4,0
182,7893,91,1872,56,288,93,15,2,1,47,12
183,8288,142,1872,5,23,3,0,0,0,1,0
184,8322,91,1872,56,267,82,12,2,0,32,3
185,8328,20,1872,1,4,0,0,0,0,0,0
186,8340,5,1872,50,245,84,10,1,2,37,4
187,8412,137,1872,11,49,11,1,0,0,5,0
188,8457,134,1872,13,62,15,3,0,0,10,0
189,8537,45,1872,22,110,33,5,0,0,11,3
190,8537,23,1872,3,11,3,1,0,0,0,0
191,8558,137,1872,9,44,14,1,1,0,6,0
192,8869,23,1872,11,46,15,1,1,0,4,0
193,8898,142,1872,2,7,0,0,0,0,0,0
194,9044,20,1872,4,12,2,0,0,0,0,0
195,9187,23,1872,2,8,1,0,0,0,0,0
196,9618,23,1872,5,23,6,1,0,0,4,0
197,9780,20,1872,5,19,0,0,0,0,1,0
198,9914,134,1872,3,11,0,0,0,0,1,0
199,9924,134,1872,25,128,39,8,0,0,20,1
200,10694,137,1872,11,54,11,1,0,0,6,0
201,10701,16,1872,46,241,84,7,1,2,42,8
202,10747,23,1872,4,12,1,0,0,0,0,0
203,11098,20,1872,7,31,5,0,0,0,3,0
204,11280,96,1872,47,205,59,9,1,0,34,9
205,11450,96,1872,41,213,60,5,3,0,39,3
206,11454,23,1872,5,16,6,0,0,0,3,0
207,11630,23,1872,4,18,5,0,0,0,1,0
208,11699,134,1872,25,119,36,2,1,0,14,0
209,11699,23,1872,18,78,15,1,1,0,9,3
210,11766,5,1872,50,222,50,2,0,0,22,3
211,11915,134,1872,25,126,28,3,1,0,15,0
212,11927,96,1872,47,258,74,6,1,0,37,2
213,11964,76,1872,19,82,25,5,0,0,12,0
214,12063,23,1872,7,32,9,3,0,0,3,0
215,12079,20,1872,4,14,2,0,0,0,0,0
216,12079,23,1872,1,4,0,0,0,0,0,0
217,12079,20,1872,11,48,14,3,1,0,4,0
218,12133,96,1872,47,225,81,9,2,0,35,13
219,12314,91,1872,54,236,60,6,1,0,24,8
220,12366,16,1872,46,237,76,10,2,0,41,6
221,12573,96,1872,27,146,48,10,5,1,31,0
222,12675,137,1872,1,4,1,0,0,0,0,0
223,12740,91,1872,6,31,4,0,0,0,2,0
224,12742,5,1872,55,266,79,14,2,0,34,0
225,12766,137,1872,11,53,5,0,0,0,4,0
226,13214,45,1872,1,4,0,0,0,0,0,0
227,13281,76,1872,23,114,41,1,1,0,16,1
228,13500,134,1872,4,20,7,0,0,0,4,0
229,13500,23,1872,18,76,19,5,1,0,9,1
230,13999,23,1872,1,4,0,0,0,0,0,0
231,14002,76,1872,23,99,27,5,0,0,16,1
232,14148,45,1872,21,92,19,0,0,0,7,0
233,14336,23,1872,12,47,10,1,0,0,3,0
234,14405,91,1872,44,206,39,2,1,1,22,1
235,14794,5,1872,56,285,85,15,5,7,60,10
236,15023,45,1872,16,65,18,0,1,0,12,0
237,15203,5,1872,56,297,86,13,4,1,44,3
238,15371,96,1872,24,118,23,0,0,0,10,1
239,15372,142,1872,2,8,2,0,0,0,0,0
240,15507,20,1872,37,165,39,3,5,1,14,1
241,15877,142,1872,7,30,6,0,0,0,4,0
242,15991,16,1872,45,204,56,7,1,1,28,2
243,16615,16,1872,48,226,65,10,4,1,35,3
244,16913,142,1872,9,42,10,2,0,0,1,0
245,16925,96,1872,1,5,2,0,0,0,1,0
246,17234,45,1872,18,90,23,5,1,0,9,1
247,17600,23,1872,25,103,30,2,3,0,11,0
248,17602,23,1872,9,37,6,2,0,0,1,0
249,17690,16,1872,48,237,84,12,5,0,47,3
250,17716,137,1872,1,4,0,0,0,0,0,0
251,17863,91,1872,54,277,75,5,0,0,48,3
252,17877,137,1872,11,45,11,1,0,0,4,0
253,18149,137,1872,5,21,2,0,0,0,2,0
254,18280,45,1872,22,107,30,6,1,0,10,1
255,18296,23,1872,14,52,12,1,0,0,4,0
256,18315,45,1872,12,57,16,0,0,0,6,1
257,18577,20,1872,18,78,23,2,2,0,15,2
258,18772,76,1872,24,110,29,4,0,0,18,0
259,18914,96,1872,47,236,65,7,3,2,31,7
260,19680,142,1872,9,45,17,1,2,0,6,0
261,19948,45,1872,22,109,37,2,2,0,22,0
262,19996,137,1872,10,45,12,0,0,0,4,0
263,20398,45,1872,16,69,16,1,0,0,11,0
264,20431,134,1872,25,113,38,11,4,2,26,0
265,20431,23,1872,7,31,6,1,1,0,0,1
266,20488,20,1872,1,5,1,1,0,0,1,0
267,20509,16,1872,48,255,86,16,6,2,35,14
268,20513,16,1872,48,208,53,5,1,0,24,0
269,20590,137,1872,1,4,0,0,0,0,0,0
270,20617,5,1872,51,250,66,10,4,0,40,6
271,20735,134,1872,25,114,29,9,0,0,21,0
272,20735,23,1872,9,34,3,0,0,0,1,0
273,115,104,1873,10,51,16,1,0,0,10,1
274,115,16,1873,31,152,54,6,3,1,32,6
275,264,54,1873,23,100,32,2,0,0,11,0
276,268,54,1873,19,80,24,6,0,0,8,0
277,268,91,1873,11,48,10,0,0,0,3,0
278,449,96,1873,52,254,101,9,2,0,36,1
279,585,136,1873,2,8,0,0,0,0,0,0
280,612,54,1873,23,101,25,3,3,0,11,1
281,876,20,1873,55,269,74,0,2,1,12,3
282,904,16,1873,60,320,138,31,11,2,60,43
283,930,5,1873,1,4,1,0,0,0,0,0
284,1040,96,1873,1,5,3,0,0,0,2,0
285,1093,136,1873,37,169,46,9,5,0,22,3
286,1132,104,1873,53,258,63,12,1,1,39,2
287,1211,91,1873,8,32,7,2,0,0,3,0
288,1451,136,1873,38,173,49,3,2,0,20,1
289,1491,16,1873,3,11,1,0,0,0,0,1
290,1766,54,1873,18,74,21,5,2,0,6,0
291,1766,20,1873,16,70,14,3,1,0,7,0
292,1882,20,1873,48,228,63,5,4,1,30,1
293,1962,5,1873,16,69,18,1,0,0,9,0
294,2119,20,1873,54,240,47,3,0,0,13,1
295,2416,20,1873,55,245,62,7,1,2,36,3
296,2732,54,1873,20,86,13,0,1,0,7,1
297,2741,54,1873,21,84,12,2,0,0,2,1
298,2829,5,1873,56,291,98,18,3,1,55,2
299,3318,96,1873,45,204,62,10,2,1,27,4
300,3442,54,1873,9,39,9,2,0,0,4,0
301,3942,54,1873,1,4,1,0,0,0,1,0
302,3946,5,1873,41,197,57,9,3,0,26,5
303,4138,5,1873,42,192,48,5,0,0,36,1
304,4193,104,1873,51,279,77,5,3,2,34,14
305,4503,20,1873,54,219,52,5,1,0,18,5
306,4677,104,1873,23,99,24,4,4,0,10,0
307,4889,136,1873,30,137,35,2,0,0,19,0
308,4929,20,1873,1,6,1,0,0,0,1,0
309,5316,91,1873,53,266,90,13,4,0,35,3
310,5336,6,1873,1,3,0,0,0,0,0,0
311,5668,54,1873,12,48,8,1,0,0,3,0
312,5718,20,1873,51,228,59,3,5,0,25,1
313,5852,96,1873,51,253,66,4,3,1,37,2
314,5880,96,1873,44,218,75,11,4,1,41,3
315,5926,54,1873,22,89,23,3,0,0,10,0
316,6026,5,1873,49,233,85,10,1,0,30,1
317,6212,6,1873,5,18,4,0,0,0,1,0
318,6304,104,1873,49,236,66,11,3,1,38,3
319,6601,91,1873,53,225,60,5,5,1,24,1
320,6644,136,1873,13,57,12,3,0,0,9,0
321,6856,136,1873,39,186,49,9,2,1,22,3
322,6905,6,1873,1,4,0,0,0,0,0,0
323,7171,136,1873,7,27,4,0,0,0,1,1
324,7557,5,1873,35,168,58,6,4,0,31,0
325,7884,5,1873,30,145,41,4,0,0,15,4
326,7893,91,1873,52,255,78,5,6,2,46,2
327,8322,91,1873,28,120,29,1,2,1,14,2
328,8340,91,1873,49,244,77,5,4,0,34,2
329,8412,136,1873,39,181,60,6,3,1,29,0
330,8537,91,1873,53,232,75,4,8,0,28,1
331,8558,136,1873,30,136,35,2,2,0,22,0
332,8617,6,1873,3,14,3,1,0,0,2,0
333,9338,6,1873,1,4,0,0,0,0,0,0
334,9353,6,1873,1,4,3,0,0,0,1,0
335,9811,6,1873,2,8,3,0,0,0,1,0
336,9829,20,1873,1,5,1,0,0,0,1,0
337,10100,6,1873,6,25,3,0,0,0,1,0
338,10508,54,1873,12,51,12,0,0,0,5,0
339,10694,6,1873,5,19,4,0,0,0,2,0
340,10701,16,1873,58,300,96,13,6,0,60,27
341,11087,54,1873,1,5,2,0,0,0,1,0
342,11280,104,1873,48,205,60,5,0,0,19,6
343,11450,104,1873,53,259,75,11,2,0,41,6
344,11486,16,1873,31,154,41,4,1,0,21,5
345,11699,91,1873,31,140,31,1,0,0,14,1
346,11766,91,1873,52,223,43,3,3,0,14,1
347,11927,96,1873,49,253,71,7,0,0,40,1
348,12092,6,1873,1,4,0,0,0,0,0,0
349,12133,96,1873,52,275,83,8,1,0,31,4
350,12314,96,1873,52,227,62,7,1,0,28,9
351,12366,5,1873,38,192,73,5,5,2,35,2
352,12573,104,1873,48,238,83,14,4,3,59,5
353,12742,5,1873,54,262,87,20,9,0,56,1
354,13281,96,1873,41,176,39,2,1,1,10,8
355,13500,91,1873,36,168,55,4,1,0,22,2
356,13547,54,1873,13,55,11,1,2,0,1,0
357,14002,16,1873,57,280,98,21,2,1,49,9
358,14148,20,1873,55,228,82,9,3,0,41,2
359,14405,20,1873,55,262,72,6,0,1,23,3
360,14700,91,1873,1,6,0,0,0,0,0,0
361,14794,5,1873,56,285,90,15,8,4,51,8
362,14934,6,1873,1,4,0,0,0,0,0,0
363,15203,5,1873,45,244,70,5,0,0,33,0
364,15371,96,1873,16,73,16,5,1,0,9,2
365,15372,136,1873,1,5,1,0,0,0,0,0
366,15507,20,1873,50,207,61,5,6,1,29,1
367,15991,16,1873,2,11,4,1,0,0,3,0
368,16317,104,1873,2,8,2,0,0,0,1,0
369,16582,6,1873,3,12,2,0,0,0,2,0
370,16615,16,1873,60,296,79,12,2,2,42,14
371,16913,6,1873,1,3,1,0,0,0,0,0
372,16925,96,1873,20,86,24,1,0,0,8,0
373,17088,6,1873,3,11,0,0,0,0,0,0
374,17255,6,1873,4,15,2,0,0,0,2,0
375,17379,6,1873,6,23,4,0,0,0,1,0
376,17469,6,1873,5,19,2,0,0,0,1,0
377,17606,136,1873,28,107,21,2,0,0,3,0
378,17690,16,1873,60,323,106,15,1,1,71,9
379,17863,91,1873,53,252,67,8,3,1,29,1
380,17877,136,1873,32,133,24,0,0,0,8,1
381,18092,6,1873,4,16,2,0,0,0,0,0
382,18280,96,1873,51,243,81,7,6,0,34,2
383,18296,54,1873,2,9,1,0,0,0,1,0
384,18315,16,1873,1,4,1,0,0,0,0,0
385,18914,104,1873,51,243,62,7,2,1,31,4
386,19546,136,1873,1,3,1,0,0,0,0,0
387,19680,136,1873,15,80,28,1,1,0,12,0
388,19948,16,1873,60,311,122,17,8,1,77,19
389,19996,136,1873,39,158,43,3,4,0,20,2
390,20398,54,1873,1,4,0,0,0,0,0,0
391,20427,6,1873,1,5,0,0,0,0,0,0
392,20431,104,1873,42,209,67,11,1,0,27,9
393,20475,54,1873,12,40,10,0,0,0,3,1
394,20509,16,1873,59,323,125,17,7,3,43,9
395,20513,16,1873,58,263,68,7,3,2,36,3
396,20617,5,1873,57,278,84,11,7,2,50,4
397,20735,104,1873,51,241,50,2,0,0,21,4
398,115,57,1874,50,213,51,9,2,0,22,4
399,268,91,1874,65,318,90,7,5,0,28,1
400,449,96,1874,55,260,87,8,3,0,37,6
401,876,57,1874,32,155,46,5,1,0,12,17
402,904,16,1874,51,259,88,12,4,0,39,8
403,915,57,1874,45,190,35,4,2,0,20,2
404,1040,96,1874,51,226,52,11,1,0,27,3
405,1093,16,1874,19,97,19,3,4,0,17,0
406,1132,104,1874,32,151,42,4,5,1,34,0
407,1451,5,1874,43,187,45,0,0,0,8,3
408,1648,5,1874,1,4,1,0,0,0,0,0
409,1722,20,1874,55,245,54,10,1,0,20,0
410,1766,20,1874,44,185,47,4,3,1,16,0
411,1882,57,1874,26,117,41,8,4,0,19,1
412,1957,57,1874,27,118,37,5,1,0,14,1
413,1962,5,1874,47,196,47,3,0,0,8,0
414,2174,5,1874,2,9,0,0,0,0,0,0
415,2416,91,1874,61,273,75,11,4,1,26,4
416,2829,91,1874,64,287,82,10,3,1,38,3
417,2843,5,1874,1,3,0,0,0,0,0,0
418,3157,20,1874,53,242,64,10,2,0,24,2
419,3307,20,1874,33,135,23,1,0,0,13,0
420,3318,96,1874,39,165,48,7,4,3,19,2
421,3442,20,1874,2,11,2,1,0,0,2,0
422,3559,36,1874,3,12,1,1,0,0,0,1
423,3653,36,1874,1,4,0,0,0,0,0,0
424,3946,104,1874,55,265,91,19,11,0,56,11
425,4138,104,1874,54,231,52,4,2,0,19,1
426,4193,36,1874,58,295,79,6,1,2,24,8
427,4453,5,1874,47,203,50,8,1,0,13,2
428,4503,20,1874,53,218,49,3,1,0,18,2
429,4677,36,1874,45,203,58,5,0,0,26,2
430,4889,104,1874,6,22,5,0,0,0,2,0
431,5316,104,1874,58,299,95,13,8,0,31,5
432,5657,57,1874,3,13,5,0,0,0,0,0
433,5668,20,1874,27,122,26,3,0,0,10,0
434,5718,20,1874,56,245,64,4,0,0,19,5
435,5852,57,1874,52,241,54,7,0,0,31,2
436,5880,96,1874,37,180,59,12,1,0,22,2
437,5926,20,1874,22,97,22,0,0,0,10,1
438,6026,36,1874,59,294,92,9,0,0,26,4
439,6304,104,1874,57,258,72,3,2,0,37,0
440,6584,20,1874,1,4,0,0,0,0,0,0
441,6601,96,1874,54,222,61,4,1,1,34,2
442,6604,91,1874,2,8,2,0,0,0,1,0
443,6644,5,1874,14,61,19,0,1,0,6,0
444,6790,36,1874,8,38,8,1,0,0,7,0
445,6856,36,1874,55,237,67,9,0,0,32,2
446,7067,5,1874,33,143,32,6,0,0,14,1
447,7557,16,1874,47,222,64,10,8,1,34,2
448,7564,20,1874,2,9,1,0,0,0,0,0
449,7884,57,1874,52,247,80,11,2,0,30,10
450,7893,91,1874,63,292,66,12,1,0,29,4
451,8322,104,1874,58,266,73,8,1,0,30,3
452,8340,91,1874,65,333,87,14,3,1,38,5
453,8412,36,1874,59,271,80,10,2,0,34,4
454,8457,20,1874,21,81,12,3,0,0,7,0
455,8537,104,1874,57,285,97,8,9,0,37,1
456,9353,5,1874,2,7,1,0,0,0,1,0
457,9829,20,1874,14,56,17,1,0,0,4,0
458,10068,20,1874,24,86,12,1,1,0,3,1
459,10100,5,1874,2,4,0,0,0,0,0,0
460,10594,20,1874,1,4,1,0,0,0,1,0
461,10701,16,1874,71,339,106,18,4,0,50,11
462,11280,104,1874,56,246,51,8,4,0,22,4
463,11450,36,1874,47,223,56,5,0,0,28,2
464,11486,5,1874,42,174,61,8,2,0,18,0
465,11486,57,1874,1,5,1,0,0,0,0,0
466,11630,20,1874,7,29,4,0,0,0,1,0
467,11766,91,1874,65,298,72,6,1,0,30,2
468,11927,96,1874,55,263,57,7,1,0,34,1
469,12133,96,1874,54,271,87,10,2,0,22,10
470,12141,20,1874,16,65,11,1,0,0,6,0
471,12238,104,1874,1,4,0,0,0,0,0,0
472,12314,96,1874,55,260,90,10,2,2,32,4
473,12366,16,1874,70,343,123,21,6,3,71,5
474,12573,36,1874,53,254,100,19,1,1,45,3
475,12716,96,1874,4,16,8,0,0,0,5,0
476,12742,57,1874,53,244,69,6,1,0,19,1
477,13281,96,1874,21,82,17,2,0,0,11,0
478,13500,91,1874,65,297,73,7,5,0,31,6
479,13954,57,1874,1,3,0,0,0,0,0,0
480,14002,16,1874,70,331,104,15,8,5,61,11
481,14148,104,1874,17,77,17,0,1,0,1,0
482,14336,91,1874,1,5,2,0,0,0,2,0
483,14405,20,1874,56,255,75,1,0,0,26,1
484,14637,36,1874,55,239,69,10,0,1,25,2
485,14700,91,1874,6,24,3,0,0,0,2,0
486,14794,57,1874,52,234,83,22,5,1,50,4
487,15158,104,1874,1,4,1,0,0,0,1,0
488,15203,104,1874,23,103,25,7,0,1,14,1
489,15371,96,1874,14,55,7,2,0,0,2,0
490,15422,5,1874,1,4,0,0,0,0,0,0
491,15507,91,1874,64,284,65,9,3,2,38,6
492,15545,5,1874,1,4,0,0,0,0,0,0
493,16317,5,1874,47,181,35,8,1,0,19,3
494,16582,5,1874,18,66,14,3,0,0,5,0
495,16615,16,1874,71,327,87,10,2,1,45,2
496,16913,5,1874,12,54,16,3,2,0,7,2
497,16925,96,1874,5,16,3,0,0,0,2,0
498,16982,57,1874,9,35,8,0,0,1,3,0
499,16982,91,1874,1,5,1,0,0,0,0,0
500,17369,5,1874,2,7,0,0,0,0,0,0
501,17469,5,1874,6,21,4,1,0,0,1,0
502,17582,20,1874,1,1,1,0,0,0,0,0
503,17606,5,1874,39,151,33,4,0,1,17,0
504,17690,16,1874,71,362,119,13,1,0,54,2
505,17863,91,1874,63,306,96,13,3,2,46,5
506,17877,57,1874,33,132,21,1,0,0,11,0
507,18280,96,1874,55,243,71,10,3,0,28,6
508,18315,5,1874,8,33,8,0,0,0,4,0
509,18315,20,1874,10,44,5,1,0,0,3,0
510,18502,5,1874,13,48,12,0,0,0,3,0
511,18772,57,1874,45,197,60,8,0,0,19,0
512,18914,36,1874,35,148,28,5,0,0,12,4
513,19872,20,1874,9,35,8,1,0,0,2,0
514,19948,16,1874,70,352,106,5,7,3,52,1
515,19996,5,1874,45,211,57,1,0,0,17,1
516,20408,5,1874,1,5,0,0,0,0,0,0
517,20509,16,1874,60,313,103,10,15,2,44,2
518,20513,16,1874,40,184,58,4,2,2,27,1
519,20617,104,1874,50,224,56,4,7,0,37,1
520,20735,36,1874,57,244,47,7,0,0,18,0
521,7,101,1875,11,45,10,0,0,0,4,1
522,7,20,1875,1,4,1,0,0,0,1,0
523,115,104,1875,69,310,80,8,4,0,43,16
524,264,138,1875,26,112,24,3,1,0,3,6
525,264,57,1875,40,175,42,4,1,1,19,1
526,268,57,1875,61,269,67,7,0,0,21,2
527,449,96,1875,69,326,106,15,3,0,58,11
528,548,20,1875,1,4,0,0,0,0,0,0
529,797,86,1875,19,72,11,0,0,0,2,1
530,876,86,1875,1,5,1,0,0,0,0,0
531,876,20,1875,1,4,0,0,0,0,0,0
532,904,16,1875,78,393,143,20,4,1,58,29
533,915,70,1875,10,36,4,1,0,0,2,0
534,915,91,1875,9,34,5,0,0,0,1,0
535,1040,117,1875,67,284,71,6,3,0,33,15
536,1093,16,1875,35,155,41,2,6,0,16,1
537,1132,101,1875,14,61,17,5,0,0,7,0
